Date,Nav,Shares Outstanding,Total Net Assets,,,,,,,,,,
08-Apr-2013,156.2304,836432116.0,130676124040.03,,,,,,,,,,
05-Apr-2013,155.202792,836082116.0,129762279125.86,,,,,,,,,,
04-Apr-2013,155.872195,841032116.0,131093521643.79,,,,,,,,,,
03-Apr-2013,155.234587,833232116.0,129346443373.45,,,,,,,,,,
02-Apr-2013,156.85918,836682116.0,131241270443.97,,,,,,,,,,
01-Apr-2013,156.051733,833682116.0,130097538714.1,,,,,,,,,,
28-Mar-2013,156.743068,828332116.0,129835316887.02,,,,,,,,,,
27-Mar-2013,156.111371,829132116.0,129436951410.85,,,,,,,,,,
26-Mar-2013,156.194753,825782116.0,128982833592.36,,,,,,,,,,
25-Mar-2013,154.937042,821582116.0,127293502484.84,,,,,,,,,,
22-Mar-2013,155.455899,828232116.0,128753568397.47,,,,,,,,,,
21-Mar-2013,154.350527,844982116.0,130423434929.92,,,,,,,,,,
20-Mar-2013,155.63648,848532116.0,132062551299.37,,,,,,,,,,
19-Mar-2013,154.600227,843132116.0,130348416938.89,,,,,,,,,,
18-Mar-2013,154.973217,862132116.0,133607387733.92,,,,,,,,,,
15-Mar-2013,155.830173,843082116.0,131377631996.73,,,,,,,,,,
14-Mar-2013,156.778557,866182116.0,135798782574.93,,,,,,,,,,
13-Mar-2013,155.906337,853582116.0,133078861234.71,,,,,,,,,,
12-Mar-2013,155.650782,859482116.0,133779063728.78,,,,,,,,,,
11-Mar-2013,156.016658,852982116.0,133079419362.35,,,,,,,,,,
08-Mar-2013,155.499639,843882116.0,131223364120.82,,,,,,,,,,
07-Mar-2013,154.799125,836082116.0,129424779678.88,,,,,,,,,,
06-Mar-2013,154.505039,828732116.0,128043288118.67,,,,,,,,,,
05-Mar-2013,154.295274,814132116.0,125616737956.38,,,,,,,,,,
04-Mar-2013,152.83413,821232116.0,125512296114.7,,,,,,,,,,
01-Mar-2013,152.133851,829432116.0,126184702292.86,,,,,,,,,,
28-Feb-2013,151.780367,824182116.0,125094664407.57,,,,,,,,,,
27-Feb-2013,151.904708,808182116.0,122766668323.62,,,,,,,,,,
26-Feb-2013,149.967185,816182116.0,122400534507.38,,,,,,,,,,
25-Feb-2013,149.036942,826132116.0,123124204358.32,,,,,,,,,,
22-Feb-2013,151.806739,816532116.0,123955077696.92,,,,,,,,,,
21-Feb-2013,150.470379,815332116.0,122683332504.67,,,,,,,,,,
20-Feb-2013,151.387962,813032116.0,123083274899.31,,,,,,,,,,
19-Feb-2013,153.276003,809432116.0,124066519439.16,,,,,,,,,,
15-Feb-2013,152.139095,820982116.0,124903475921.31,,,,,,,,,,
14-Feb-2013,152.285398,820532116.0,124955059895.12,,,,,,,,,,
13-Feb-2013,152.162495,817632116.0,124412943024.21,,,,,,,,,,
12-Feb-2013,152.002332,818132116.0,124357989277.84,,,,,,,,,,
11-Feb-2013,151.753733,805782116.0,122280444037.97,,,,,,,,,,
08-Feb-2013,151.838141,813482116.0,123517612044.85,,,,,,,,,,
07-Feb-2013,150.987483,820782116.0,123927825574.24,,,,,,,,,,
06-Feb-2013,151.198425,832882116.0,125930463876.13,,,,,,,,,,
05-Feb-2013,151.097122,850132116.0,128452516226.62,,,,,,,,,,
04-Feb-2013,149.524398,852382116.0,127451922955.43,,,,,,,,,,
01-Feb-2013,151.264979,844532116.0,127748132624.57,,,,,,,,,,
31-Jan-2013,149.759517,838882116.0,125630580623.6,,,,,,,,,,
30-Jan-2013,150.135223,852632116.0,128010113012.31,,,,,,,,,,
29-Jan-2013,150.683421,853032116.0,128537797239.95,,,,,,,,,,
28-Jan-2013,149.91221,845632116.0,126770579700.08,,,,,,,,,,
25-Jan-2013,150.185376,845532116.0,126986558423.85,,,,,,,,,,
24-Jan-2013,149.373846,829432116.0,123895465219.44,,,,,,,,,,
23-Jan-2013,149.368423,822182116.0,122808046387.37,,,,,,,,,,
22-Jan-2013,149.141055,835332116.0,124582312779.09,,,,,,,,,,
18-Jan-2013,148.478228,847632116.0,125854914174.1,,,,,,,,,,
17-Jan-2013,147.974047,840432116.0,124362141204.03,,,,,,,,,,
16-Jan-2013,147.143766,851382116.0,125275570907.79,,,,,,,,,,
15-Jan-2013,147.097658,859782116.0,126471935870.38,,,,,,,,,,
14-Jan-2013,146.93136,862932116.0,126791789221.52,,,,,,,,,,
11-Jan-2013,147.068837,883082116.0,129873859608.73,,,,,,,,,,
10-Jan-2013,147.060463,870032116.0,127947325800.79,,,,,,,,,,
09-Jan-2013,145.952145,879982116.0,128435277574.58,,,,,,,,,,
08-Jan-2013,145.563461,897632116.0,130662437134.34,,,,,,,,,,
07-Jan-2013,145.987562,897632116.0,131043124379.17,,,,,,,,,,
04-Jan-2013,146.444239,904282116.0,132426906541.09,,,,,,,,,,
03-Jan-2013,145.736704,911582116.0,132850972557.5,,,,,,,,,,
02-Jan-2013,146.042137,888582116.0,129770431393.46,,,,,,,,,,
31-Dec-2012,142.398025,863782116.0,123000867160.22,,,,,,,,,,
28-Dec-2012,140.025857,868582116.0,121623955102.41,,,,,,,,,,
27-Dec-2012,141.577091,864382116.0,122376705195.39,,,,,,,,,,
26-Dec-2012,141.723726,862732116.0,122269610033.84,,,,,,,,,,
24-Dec-2012,142.404935,859682116.0,122422976246.42,,,,,,,,,,
21-Dec-2012,142.735908,851632116.0,121558483282.74,,,,,,,,,,
20-Dec-2012,145.100691,824382116.0,119618415018.39,,,,,,,,,,
19-Dec-2012,144.283238,837682116.0,120863488358.87,,,,,,,,,,
18-Dec-2012,145.374843,826582116.0,120164245375.75,,,,,,,,,,
17-Dec-2012,143.732203,816882116.0,117412265740.22,,,,,,,,,,
14-Dec-2012,142.054693,820782116.0,116595951518.21,,,,,,,,,,
13-Dec-2012,142.636577,824232116.0,117565647301.43,,,,,,,,,,
12-Dec-2012,143.502097,808882116.0,116076279893.85,,,,,,,,,,
11-Dec-2012,143.406891,796432116.0,114213853494.39,,,,,,,,,,
10-Dec-2012,142.479266,797882116.0,113681658169.89,,,,,,,,,,
07-Dec-2012,142.426253,786132116.0,111965851439.83,,,,,,,,,,
06-Dec-2012,142.004027,790782116.0,112294245253.72,,,,,,,,,,
05-Dec-2012,141.50261,781932116.0,110645435406.4,,,,,,,,,,
04-Dec-2012,141.234965,771532116.0,108967311552.09,,,,,,,,,,
03-Dec-2012,141.473349,776132116.0,109802009562.44,,,,,,,,,,
30-Nov-2012,142.135293,780032116.0,110870093222.69,,,,,,,,,,
29-Nov-2012,142.112807,774432116.0,110056721595.2,,,,,,,,,,
28-Nov-2012,141.488733,759482116.0,107458162315.57,,,,,,,,,,
27-Nov-2012,140.349404,758032116.0,106389356033.99,,,,,,,,,,
26-Nov-2012,141.070533,747932116.0,105511181885.89,,,,,,,,,,
23-Nov-2012,141.352435,740782116.0,104711356030.24,,,,,,,,,,
21-Nov-2012,139.523225,733782116.0,102379647533.84,,,,,,,,,,
20-Nov-2012,139.200179,726582116.0,101140360602.55,,,,,,,,,,
19-Nov-2012,139.097217,725382116.0,100898633722.61,,,,,,,,,,
16-Nov-2012,136.390446,724582116.0,98826078323.85,,,,,,,,,,
15-Nov-2012,135.724361,743532116.0,100915421013.67,,,,,,,,,,
14-Nov-2012,135.931147,754482116.0,102557619065.08,,,,,,,,,,
13-Nov-2012,137.783102,759582116.0,104657580071.62,,,,,,,,,,
12-Nov-2012,138.289277,753932116.0,104260727392.48,,,,,,,,,,
09-Nov-2012,138.271016,760182116.0,105111153375.46,,,,,,,,,,
08-Nov-2012,138.032211,771082116.0,106434169688.04,,,,,,,,,,
07-Nov-2012,139.731587,776832116.0,108547984530.1,,,,,,,,,,
06-Nov-2012,142.990149,764082116.0,109256215667.73,,,,,,,,,,
05-Nov-2012,141.875121,764282116.0,108432617521.6,,,,,,,,,,
02-Nov-2012,141.553203,775532116.0,109779054675.14,,,,,,,,,,
01-Nov-2012,142.890004,764832116.0,109286863854.6,,,,,,,,,,
31-Oct-2012,141.337335,771382116.0,109025092848.76,,,,,,,,,,
30-Oct-2012,141.297876,771382116.0,108994654231.78,,,,,,,,,,
29-Oct-2012,141.298241,771382116.0,108994936424.15,,,,,,,,,,
26-Oct-2012,141.298607,757732116.0,107066492631.7,,,,,,,,,,
25-Oct-2012,141.402911,752582116.0,106417301889.22,,,,,,,,,,
24-Oct-2012,140.979256,763782116.0,107677434233.74,,,,,,,,,,
23-Oct-2012,141.414091,776732116.0,109840865777.75,,,,,,,,,,
22-Oct-2012,143.483391,780332116.0,111964698006.36,,,,,,,,,,
19-Oct-2012,143.417229,828982116.0,118890317790.96,,,,,,,,,,
18-Oct-2012,145.828514,816632116.0,119088247883.77,,,,,,,,,,
17-Oct-2012,146.178196,803032116.0,117385786000.83,,,,,,,,,,
16-Oct-2012,145.563135,801082116.0,116608024585.92,,,,,,,,,,
15-Oct-2012,144.085121,802182116.0,115582507072.15,,,,,,,,,,
12-Oct-2012,142.932271,810332116.0,115822609963.96,,,,,,,,,,
11-Oct-2012,143.354979,810132116.0,116136472770.72,,,,,,,,,,
10-Oct-2012,143.303429,817432116.0,117140825238.55,,,,,,,,,,
09-Oct-2012,144.184193,821882116.0,118502410000.6,,,,,,,,,,
08-Oct-2012,145.618474,819582116.0,119346296945.03,,,,,,,,,,
05-Oct-2012,146.123537,829482116.0,121206860791.78,,,,,,,,,,
04-Oct-2012,146.122011,826032116.0,120701474197.79,,,,,,,,,,
03-Oct-2012,145.080948,822082116.0,119268452342.37,,,,,,,,,,
02-Oct-2012,144.524908,818182116.0,118247695174.54,,,,,,,,,,
01-Oct-2012,144.38929,820582116.0,118483268745.15,,,,,,,,,,
28-Sep-2012,144.000954,821932116.0,118359008779.48,,,,,,,,,,
27-Sep-2012,144.648701,834132116.0,120656127176.69,,,,,,,,,,
26-Sep-2012,143.257514,823882116.0,118027303698.11,,,,,,,,,,
25-Sep-2012,144.054482,819332116.0,118028463571.03,,,,,,,,,,
24-Sep-2012,145.567016,813332116.0,118394328865.05,,,,,,,,,,
21-Sep-2012,145.892894,798482116.0,116492866909.9,,,,,,,,,,
20-Sep-2012,146.684331,808582116.0,118606326910.31,,,,,,,,,,
19-Sep-2012,146.742048,804082116.0,117992656197.67,,,,,,,,,,
18-Sep-2012,146.566789,798332116.0,117008974828.75,,,,,,,,,,
17-Sep-2012,146.750906,795782116.0,116781746871.23,,,,,,,,,,
14-Sep-2012,147.202281,788732116.0,116103166944.14,,,,,,,,,,
13-Sep-2012,146.624888,769032116.0,112759247574.18,,,,,,,,,,
12-Sep-2012,144.265208,766732116.0,110612768196.69,,,,,,,,,,
11-Sep-2012,143.927972,762532116.0,109749701243.31,,,,,,,,,,
10-Sep-2012,143.479427,762532116.0,109407671254.09,,,,,,,,,,
07-Sep-2012,144.354217,757932116.0,109410696896.59,,,,,,,,,,
06-Sep-2012,143.768284,725782116.0,104344449553.69,,,,,,,,,,
05-Sep-2012,140.88356,730182116.0,102870655637.63,,,,,,,,,,
04-Sep-2012,140.997913,740182116.0,104364133347.13,,,,,,,,,,
31-Aug-2012,141.15973,750432116.0,105930795082.24,,,,,,,,,,
30-Aug-2012,140.449265,765732116.0,107546512614.85,,,,,,,,,,
29-Aug-2012,141.530254,773032116.0,109407431382.34,,,,,,,,,,
28-Aug-2012,141.37804,767032116.0,108441497172.04,,,,,,,,,,
27-Aug-2012,141.483552,760932116.0,107659378830.94,,,,,,,,,,
24-Aug-2012,141.551645,750282116.0,106203667628.8,,,,,,,,,,
23-Aug-2012,140.628138,751282116.0,105651405102.23,,,,,,,,,,
22-Aug-2012,141.766117,748082116.0,106052696971.27,,,,,,,,,,
21-Aug-2012,141.725852,727432116.0,103095936281.07,,,,,,,,,,
20-Aug-2012,142.219338,735682116.0,104628223543.75,,,,,,,,,,
17-Aug-2012,142.218577,745232116.0,105985851157.61,,,,,,,,,,
16-Aug-2012,141.954922,735082116.0,104348524275.84,,,,,,,,,,
15-Aug-2012,140.947314,741182116.0,104467628339.8,,,,,,,,,,
14-Aug-2012,140.738029,746732116.0,105093606418.71,,,,,,,,,,
13-Aug-2012,140.731755,746482116.0,105053738072.91,,,,,,,,,,
10-Aug-2012,140.880963,756032116.0,106510532257.47,,,,,,,,,,
09-Aug-2012,140.570902,762882116.0,107239027466.74,,,,,,,,,,
08-Aug-2012,140.452798,763182116.0,107191063883.71,,,,,,,,,,
07-Aug-2012,140.322259,770732116.0,108150871516.21,,,,,,,,,,
06-Aug-2012,139.609409,760832116.0,106219322270.68,,,,,,,,,,
03-Aug-2012,139.28355,766032116.0,106695672327.12,,,,,,,,,,
02-Aug-2012,136.67261,784182116.0,107176216384.05,,,,,,,,,,
01-Aug-2012,137.692255,790932116.0,108905226727.03,,,,,,,,,,
31-Jul-2012,138.069984,781832116.0,107947547433.38,,,,,,,,,,
30-Jul-2012,138.66581,776882116.0,107726988218.92,,,,,,,,,,
27-Jul-2012,138.728464,759382116.0,105347914873.82,,,,,,,,,,
26-Jul-2012,136.129244,751832116.0,102346337230.87,,,,,,,,,,
25-Jul-2012,133.916148,747582116.0,100113317100.15,,,,,,,,,,
24-Jul-2012,133.952239,752332116.0,100776571727.31,,,,,,,,,,
23-Jul-2012,135.171871,766982116.0,103674407700.49,,,,,,,,,,
20-Jul-2012,136.382547,785132116.0,107078317417.76,,,,,,,,,,
19-Jul-2012,137.764539,790532116.0,108907292138.03,,,,,,,,,,
18-Jul-2012,137.378138,792032116.0,108807897381.29,,,,,,,,,,
17-Jul-2012,136.447881,789782116.0,107764095927.0,,,,,,,,,,
16-Jul-2012,135.446023,786682116.0,106552964070.18,,,,,,,,,,
13-Jul-2012,135.760166,771482116.0,104736540096.61,,,,,,,,,,
12-Jul-2012,133.557799,777382116.0,103825444470.46,,,,,,,,,,
11-Jul-2012,134.226277,775882116.0,104143767929.24,,,,,,,,,,
10-Jul-2012,134.212449,780132116.0,104703441978.79,,,,,,,,,,
09-Jul-2012,135.308799,774932116.0,104855133663.92,,,,,,,,,,
06-Jul-2012,135.52926,782732116.0,106083104717.66,,,,,,,,,,
05-Jul-2012,136.771484,794132116.0,108614628206.07,,,,,,,,,,
03-Jul-2012,137.413422,795132116.0,109261825137.47,,,,,,,,,,
02-Jul-2012,136.533479,788382116.0,107640553376.69,,,,,,,,,,
29-Jun-2012,136.190439,761632116.0,103727011963.28,,,,,,,,,,
28-Jun-2012,132.877014,756432116.0,100512441099.96,,,,,,,,,,
27-Jun-2012,133.151839,743982116.0,99062587061.7,,,,,,,,,,
26-Jun-2012,131.93618,752732116.0,99312599914.15,,,,,,,,,,
25-Jun-2012,131.309749,757282116.0,99438524299.9,,,,,,,,,,
22-Jun-2012,133.422173,762732116.0,101765376637.74,,,,,,,,,,
21-Jun-2012,132.473007,770282116.0,102041588181.09,,,,,,,,,,
20-Jun-2012,135.467339,772082116.0,104591909382.05,,,,,,,,,,
19-Jun-2012,135.690554,773582116.0,104967786251.73,,,,,,,,,,
18-Jun-2012,134.369102,770882116.0,103582737929.65,,,,,,,,,,
15-Jun-2012,134.173122,791032116.0,106135248635.96,,,,,,,,,,
14-Jun-2012,133.489544,777732116.0,103819105261.56,,,,,,,,,,
13-Jun-2012,132.067135,762982116.0,100764862035.68,,,,,,,,,,
12-Jun-2012,132.947341,754432116.0,100299743796.86,,,,,,,,,,
11-Jun-2012,131.422707,741832116.0,97493585105.78,,,,,,,,,,
08-Jun-2012,133.087131,732382116.0,97470634857.24,,,,,,,,,,
07-Jun-2012,132.019732,717932116.0,94781205350.06,,,,,,,,,,
06-Jun-2012,132.028028,714482116.0,94331664476.22,,,,,,,,,,
05-Jun-2012,129.031278,726082116.0,93687303173.25,,,,,,,,,,
04-Jun-2012,128.296377,726082116.0,93153705150.04,,,,,,,,,,
01-Jun-2012,128.279587,741332116.0,95097777416.38,,,,,,,,,,
31-May-2012,131.499869,734932116.0,96643476853.38,,,,,,,,,,
30-May-2012,131.784481,737982116.0,97254589997.84,,,,,,,,,,
29-May-2012,133.652834,738582116.0,98713593115.67,,,,,,,,,,
25-May-2012,132.173596,742132116.0,98090270802.24,,,,,,,,,,
24-May-2012,132.459605,723332116.0,95812286340.96,,,,,,,,,,
23-May-2012,132.257445,711632116.0,94118645301.94,,,,,,,,,,
22-May-2012,132.029593,711932116.0,93996107333.15,,,,,,,,,,
21-May-2012,131.962785,711332116.0,93869367190.08,,,,,,,,,,
18-May-2012,129.887359,720632116.0,93601002439.03,,,,,,,,,,
17-May-2012,130.850442,709832116.0,92881845925.12,,,,,,,,,,
16-May-2012,132.828635,708732116.0,94139919889.19,,,,,,,,,,
15-May-2012,133.368447,720632116.0,96109586442.97,,,,,,,,,,
14-May-2012,134.111966,716882116.0,96142469724.62,,,,,,,,,,
11-May-2012,135.600958,722582116.0,97982826940.05,,,,,,,,,,
10-May-2012,136.046808,722832116.0,98339002271.59,,,,,,,,,,
09-May-2012,135.664807,731132116.0,99188897753.95,,,,,,,,,,
08-May-2012,136.540197,724082116.0,98866314731.13,,,,,,,,,,
07-May-2012,137.107963,716782116.0,98276535664.89,,,,,,,,,,
04-May-2012,137.057518,725582116.0,99446484219.55,,,,,,,,,,
03-May-2012,139.298815,739232116.0,102974157949.61,,,,,,,,,,
02-May-2012,140.346333,746182116.0,104723923857.72,,,,,,,,,,
01-May-2012,140.681543,737832116.0,103799360396.07,,,,,,,,,,
30-Apr-2012,139.891678,737132116.0,103118648738.68,,,,,,,,,,
27-Apr-2012,140.433395,739982116.0,103918200705.69,,,,,,,,,,
26-Apr-2012,140.09412,732682116.0,102644456274.75,,,,,,,,,,
25-Apr-2012,139.158834,718632116.0,100004007415.31,,,,,,,,,,
24-Apr-2012,137.271039,702032116.0,96368678270.7,,,,,,,,,,
23-Apr-2012,136.76941,703982116.0,96283218876.74,,,,,,,,,,
20-Apr-2012,137.92415,716982116.0,98889148994.82,,,,,,,,,,
19-Apr-2012,137.760854,725032116.0,99881043246.28,,,,,,,,,,
18-Apr-2012,138.575923,726682116.0,100700645130.26,,,,,,,,,,
17-Apr-2012,139.138136,719982116.0,100176969750.04,,,,,,,,,,
16-Apr-2012,137.019887,717632116.0,98329871330.01,,,,,,,,,,
13-Apr-2012,137.089202,718532116.0,98502994540.78,,,,,,,,,,
12-Apr-2012,138.815941,728932116.0,101187397929.03,,,,,,,,,,
11-Apr-2012,136.931348,728332116.0,99731498724.7,,,,,,,,,,
10-Apr-2012,135.901329,724732116.0,98492057538.8,,,,,,,,,,
09-Apr-2012,138.258412,741382116.0,102502314014.96,,,,,,,,,,
05-Apr-2012,139.84112,747382116.0,104514752030.38,,,,,,,,,,
04-Apr-2012,139.879799,743132116.0,103949170893.69,,,,,,,,,,
03-Apr-2012,141.316966,750832116.0,106105316777.13,,,,,,,,,,
02-Apr-2012,141.849184,750882116.0,106512015409.95,,,,,,,,,,
30-Mar-2012,140.784748,750232116.0,105621239063.94,,,,,,,,,,
29-Mar-2012,140.266552,760982116.0,106740337242.22,,,,,,,,,,
28-Mar-2012,140.49021,754582116.0,106011400098.79,,,,,,,,,,
27-Mar-2012,141.153522,758082116.0,107005960341.65,,,,,,,,,,
26-Mar-2012,141.538139,743582116.0,105245228985.66,,,,,,,,,,
23-Mar-2012,139.599212,731732116.0,102149226812.73,,,,,,,,,,
22-Mar-2012,139.168655,742432116.0,103323279174.41,,,,,,,,,,
21-Mar-2012,140.171152,733682116.0,102841067391.06,,,,,,,,,,
20-Mar-2012,140.428675,731582116.0,102735107498.09,,,,,,,,,,
19-Mar-2012,140.849279,722932116.0,101824467244.08,,,,,,,,,,
16-Mar-2012,140.291892,776782116.0,108976232982.37,,,,,,,,,,
15-Mar-2012,140.74936,763182116.0,107417394074.66,,,,,,,,,,
14-Mar-2012,139.916659,739282116.0,103437883870.17,,,,,,,,,,
13-Mar-2012,140.078257,718282116.0,100615707141.59,,,,,,,,,,
12-Mar-2012,137.54867,721482116.0,99238905784.05,,,,,,,,,,
09-Mar-2012,137.517547,703882116.0,96796142186.24,,,,,,,,,,
08-Mar-2012,137.023778,699132116.0,95797723645.34,,,,,,,,,,
07-Mar-2012,135.683896,707382116.0,95980361378.81,,,,,,,,,,
06-Mar-2012,134.718183,706582116.0,95189459095.35,,,,,,,,,,
05-Mar-2012,136.807761,710732116.0,97233669365.43,,,,,,,,,,
02-Mar-2012,137.329729,710882116.0,97625248376.48,,,,,,,,,,
01-Mar-2012,137.77038,716082116.0,98654905347.96,,,,,,,,,,
29-Feb-2012,136.92262,727382116.0,99595065426.09,,,,,,,,,,
28-Feb-2012,137.548337,718932116.0,98887916997.8,,,,,,,,,,
27-Feb-2012,137.068507,713182116.0,97754808098.55,,,,,,,,,,
24-Feb-2012,136.871679,706982116.0,96765829435.82,,,,,,,,,,
23-Feb-2012,136.627335,695782116.0,95062856245.22,,,,,,,,,,
22-Feb-2012,136.022499,693282116.0,94301966269.65,,,,,,,,,,
21-Feb-2012,136.471602,698232116.0,95288855268.62,,,,,,,,,,
17-Feb-2012,136.3708,704632116.0,96091245341.34,,,,,,,,,,
16-Feb-2012,136.05009,721332116.0,98137299064.95,,,,,,,,,,
15-Feb-2012,134.552873,727382116.0,97871353700.38,,,,,,,,,,
14-Feb-2012,135.232632,722882116.0,97757251146.22,,,,,,,,,,
13-Feb-2012,135.337839,726032116.0,98259617295.26,,,,,,,,,,
10-Feb-2012,134.397871,728982116.0,97973644667.23,,,,,,,,,,
09-Feb-2012,135.325084,734632116.0,99414153013.16,,,,,,,,,,
08-Feb-2012,135.124272,737932116.0,99712539695.18,,,,,,,,,,
07-Feb-2012,134.786359,732332116.0,98708379436.31,,,,,,,,,,
06-Feb-2012,134.51306,738432116.0,99328763869.23,,,,,,,,,,
03-Feb-2012,134.567803,739182116.0,99470113035.46,,,,,,,,,,
02-Feb-2012,132.621015,740382116.0,98190228053.36,,,,,,,,,,
01-Feb-2012,132.465956,744032116.0,98558925374.96,,,,,,,,,,
31-Jan-2012,131.273185,754232116.0,99010452440.64,,,,,,,,,,
30-Jan-2012,131.332962,765932116.0,100592133239.37,,,,,,,,,,
27-Jan-2012,131.659888,757332116.0,99710261836.36,,,,,,,,,,
26-Jan-2012,131.86386,764382116.0,100794376432.02,,,,,,,,,,
25-Jan-2012,132.618444,760432116.0,100847323977.44,,,,,,,,,,
24-Jan-2012,131.480053,768482116.0,101040069465.73,,,,,,,,,,
23-Jan-2012,131.611502,775082116.0,102009721842.39,,,,,,,,,,
20-Jan-2012,131.547773,768032116.0,101032914542.53,,,,,,,,,,
19-Jan-2012,131.457851,758082116.0,99655845917.57,,,,,,,,,,
18-Jan-2012,130.809337,752132116.0,98385903175.39,,,,,,,,,,
17-Jan-2012,129.354461,747982116.0,96754823476.48,,,,,,,,,,
13-Jan-2012,128.897373,743632116.0,95852226450.83,,,,,,,,,,
12-Jan-2012,129.538852,745382116.0,96555943350.09,,,,,,,,,,
11-Jan-2012,129.232987,745682116.0,96366727293.78,,,,,,,,,,
10-Jan-2012,129.180084,736682116.0,95164657693.02,,,,,,,,,,
09-Jan-2012,128.042256,736382116.0,94288027513.4,,,,,,,,,,
06-Jan-2012,127.751194,751682116.0,96028288015.54,,,,,,,,,,
05-Jan-2012,128.028314,751632116.0,96230192431.28,,,,,,,,,,
04-Jan-2012,127.65338,760182116.0,97039816157.24,,,,,,,,,,
03-Jan-2012,127.602877,751832116.0,95935940976.93,,,,,,,,,,
30-Dec-2011,125.658073,759182116.0,95397361615.75,,,,,,,,,,
29-Dec-2011,126.191631,757632116.0,95606832613.29,,,,,,,,,,
28-Dec-2011,124.853353,769082116.0,96022480875.78,,,,,,,,,,
27-Dec-2011,126.401686,755032116.0,95437332198.19,,,,,,,,,,
23-Dec-2011,126.390182,744682116.0,94120508289.77,,,,,,,,,,
22-Dec-2011,125.258971,740282116.0,92726975768.73,,,,,,,,,,
21-Dec-2011,124.201674,739832116.0,91888387560.44,,,,,,,,,,
20-Dec-2011,123.958724,694782116.0,86124304468.56,,,,,,,,,,
19-Dec-2011,120.35139,703532116.0,84671068213.23,,,,,,,,,,
16-Dec-2011,121.778034,734582116.0,89455965849.22,,,,,,,,,,
15-Dec-2011,122.156304,732182116.0,89440661506.22,,,,,,,,,,
14-Dec-2011,121.75314,684532116.0,83343934564.4,,,,,,,,,,
13-Dec-2011,123.128012,704332116.0,86723013371.15,,,,,,,,,,
12-Dec-2011,124.176665,742932116.0,92254832399.97,,,,,,,,,,
09-Dec-2011,126.039474,735132116.0,92655665310.0,,,,,,,,,,
08-Dec-2011,123.959989,749182116.0,92868606774.6,,,,,,,,,,
07-Dec-2011,126.618747,744532116.0,94271723978.74,,,,,,,,,,
06-Dec-2011,126.329316,748182116.0,94517335119.72,,,,,,,,,,
05-Dec-2011,126.188869,735182116.0,92771800030.08,,,,,,,,,,
02-Dec-2011,124.905529,726482116.0,90741633347.62,,,,,,,,,,
01-Dec-2011,124.930803,713232116.0,89104660881.05,,,,,,,,,,
30-Nov-2011,125.164498,687832116.0,86092161713.04,,,,,,,,,,
29-Nov-2011,119.97951,685132116.0,82201815630.32,,,,,,,,,,
28-Nov-2011,119.673297,679782116.0,81351767248.63,,,,,,,,,,
25-Nov-2011,116.275904,680482116.0,79123672984.17,,,,,,,,,,
23-Nov-2011,116.570322,692082116.0,80676234901.87,,,,,,,,,,
22-Nov-2011,119.18648,699932116.0,83422444837.68,,,,,,,,,,
21-Nov-2011,119.67033,701682116.0,83970530188.08,,,,,,,,,,
18-Nov-2011,121.927939,691032116.0,84256121471.25,,,,,,,,,,
17-Nov-2011,121.968029,704532116.0,85930393706.33,,,,,,,,,,
16-Nov-2011,124.04132,723532116.0,89747878650.53,,,,,,,,,,
15-Nov-2011,126.092159,708782116.0,89371867356.23,,,,,,,,,,
14-Nov-2011,125.465323,715032116.0,89711735456.17,,,,,,,,,,
11-Nov-2011,126.655332,695432116.0,88080185578.76,,,,,,,,,,
10-Nov-2011,124.243635,694532116.0,86291195035.77,,,,,,,,,,
09-Nov-2011,123.169775,707382116.0,87128096142.55,,,,,,,,,,
08-Nov-2011,127.831903,688632116.0,88029154185.56,,,,,,,,,,
07-Nov-2011,126.278394,687432116.0,86807823904.83,,,,,,,,,,
04-Nov-2011,125.480954,696482116.0,87395240559.98,,,,,,,,,,
03-Nov-2011,126.272179,679982116.0,85862823168.28,,,,,,,,,,
02-Nov-2011,123.926357,676082116.0,83784393864.92,,,,,,,,,,
01-Nov-2011,121.956262,703082116.0,85745266401.44,,,,,,,,,,
31-Oct-2011,125.449548,724432116.0,90879681273.34,,,,,,,,,,
28-Oct-2011,128.623819,715632116.0,92047335494.46,,,,,,,,,,
27-Oct-2011,128.571577,697882116.0,89727804413.99,,,,,,,,,,
26-Oct-2011,124.311997,677382116.0,84206723863.98,,,,,,,,,,
25-Oct-2011,123.01856,703782116.0,86578262775.63,,,,,,,,,,
24-Oct-2011,125.530227,694582116.0,87191050726.42,,,,,,,,,,
21-Oct-2011,123.937031,688932116.0,85384201288.29,,,,,,,,,,
20-Oct-2011,121.652513,688232116.0,83725166111.07,,,,,,,,,,
19-Oct-2011,121.09899,701532116.0,84954830775.99,,,,,,,,,,
18-Oct-2011,122.628423,696382116.0,85396240833.11,,,,,,,,,,
17-Oct-2011,120.179164,722932116.0,86881377078.34,,,,,,,,,,
14-Oct-2011,122.545476,714782116.0,87593314444.47,,,,,,,,,,
13-Oct-2011,120.457463,710432116.0,85576850042.55,,,,,,,,,,
12-Oct-2011,120.806729,707332116.0,85450479329.28,,,,,,,,,,
11-Oct-2011,119.618115,709932116.0,84920741627.43,,,,,,,,,,
10-Oct-2011,119.551625,709882116.0,84867560662.73,,,,,,,,,,
07-Oct-2011,115.614703,699632116.0,80887759359.88,,,,,,,,,,
06-Oct-2011,116.561732,702782116.0,81917500552.62,,,,,,,,,,
