Date,Nav,Shares Outstanding,Total Net Assets,,,,,,,,,,
26-Mar-2004,111.06,,,,,,,,,,,,
25-Mar-2004,111.17,,,,,,,,,,,,
24-Mar-2004,109.38,,,,,,,,,,,,
23-Mar-2004,109.65,,,,,,,,,,,,
22-Mar-2004,109.79,,,,,,,,,,,,
19-Mar-2004,111.23,,,,,,,,,,,,
18-Mar-2004,112.88,,,,,,,,,,,,
17-Mar-2004,113.02,,,,,,,,,,,,
16-Mar-2004,111.7,,,,,,,,,,,,
15-Mar-2004,111.08,,,,,,,,,,,,
12-Mar-2004,112.69,,,,,,,,,,,,
11-Mar-2004,111.31,,,,,,,,,,,,
10-Mar-2004,112.99,,,,,,,,,,,,
09-Mar-2004,114.65,,,,,,,,,,,,
08-Mar-2004,115.31,,,,,,,,,,,,
05-Mar-2004,116.27,,,,,,,,,,,,
04-Mar-2004,116.07,,,,,,,,,,,,
03-Mar-2004,115.68,,,,,,,,,,,,
02-Mar-2004,115.46,,,,,,,,,,,,
01-Mar-2004,116.14,,,,,,,,,,,,
27-Feb-2004,115.04,,,,,,,,,,,,
26-Feb-2004,115.03,,,,,,,,,,,,
25-Feb-2004,114.88,,,,,,,,,,,,
24-Feb-2004,114.41,,,,,,,,,,,,
23-Feb-2004,114.6,,,,,,,,,,,,
20-Feb-2004,114.9,,,,,,,,,,,,
19-Feb-2004,115.2,,,,,,,,,,,,
18-Feb-2004,115.67,,,,,,,,,,,,
17-Feb-2004,116.17,,,,,,,,,,,,
13-Feb-2004,115.05,,,,,,,,,,,,
12-Feb-2004,115.67,,,,,,,,,,,,
11-Feb-2004,116.23,,,,,,,,,,,,
10-Feb-2004,114.96,,,,,,,,,,,,
09-Feb-2004,114.39,,,,,,,,,,,,
06-Feb-2004,114.66,,,,,,,,,,,,
05-Feb-2004,113.24,,,,,,,,,,,,
04-Feb-2004,113.03,,,,,,,,,,,,
03-Feb-2004,113.96,,,,,,,,,,,,
02-Feb-2004,113.89,,,,,,,,,,,,
30-Jan-2004,113.47,,,,,,,,,,,,
29-Jan-2004,113.77,,,,,,,,,,,,
28-Jan-2004,113.18,,,,,,,,,,,,
27-Jan-2004,114.72,,,,,,,,,,,,
26-Jan-2004,115.85,,,,,,,,,,,,
23-Jan-2004,114.47,,,,,,,,,,,,
22-Jan-2004,114.71,,,,,,,,,,,,
21-Jan-2004,115.07,,,,,,,,,,,,
20-Jan-2004,114.17,,,,,,,,,,,,
16-Jan-2004,114.28,,,,,,,,,,,,
15-Jan-2004,113.51,,,,,,,,,,,,
14-Jan-2004,113.35,,,,,,,,,,,,
13-Jan-2004,112.42,,,,,,,,,,,,
12-Jan-2004,113.01,,,,,,,,,,,,
09-Jan-2004,112.47,,,,,,,,,,,,
08-Jan-2004,113.48,,,,,,,,,,,,
07-Jan-2004,112.92,,,,,,,,,,,,
06-Jan-2004,112.63,,,,,,,,,,,,
05-Jan-2004,112.48,,,,,,,,,,,,
02-Jan-2004,111.11,,,,,,,,,,,,
31-Dec-2003,111.45,,,,,,,,,,,,
30-Dec-2003,111.21,,,,,,,,,,,,
29-Dec-2003,111.19,,,,,,,,,,,,
26-Dec-2003,109.78,,,,,,,,,,,,
24-Dec-2003,109.6,,,,,,,,,,,,
23-Dec-2003,109.8,,,,,,,,,,,,
22-Dec-2003,109.49,,,,,,,,,,,,
19-Dec-2003,109.06,,,,,,,,,,,,
18-Dec-2003,109.63,,,,,,,,,,,,
17-Dec-2003,108.35,,,,,,,,,,,,
16-Dec-2003,108.2,,,,,,,,,,,,
15-Dec-2003,107.49,,,,,,,,,,,,
12-Dec-2003,108.09,,,,,,,,,,,,
11-Dec-2003,107.8,,,,,,,,,,,,
10-Dec-2003,106.57,,,,,,,,,,,,
09-Dec-2003,106.67,,,,,,,,,,,,
08-Dec-2003,107.58,,,,,,,,,,,,
05-Dec-2003,106.79,,,,,,,,,,,,
04-Dec-2003,107.61,,,,,,,,,,,,
03-Dec-2003,107.1,,,,,,,,,,,,
02-Dec-2003,107.26,,,,,,,,,,,,
01-Dec-2003,107.61,,,,,,,,,,,,
