Date,Discount
27-Dec-06,0.02
26-Dec-06,0.07
22-Dec-06,0.04
21-Dec-06,0.05
20-Dec-06,-0.01
19-Dec-06,-0.09
18-Dec-06,0
15-Dec-06,0.02
14-Dec-06,-0.03
13-Dec-06,0.04
12-Dec-06,0.03
11-Dec-06,0
8-Dec-06,-0.07
7-Dec-06,0
6-Dec-06,-0.02
5-Dec-06,0
4-Dec-06,-0.02
1-Dec-06,-0.03
30-Nov-06,0.04
29-Nov-06,0.01
28-Nov-06,0
27-Nov-06,-0.02
24-Nov-06,-0.01
22-Nov-06,0.02
21-Nov-06,-0.01
20-Nov-06,0.02
17-Nov-06,0
16-Nov-06,0.06
15-Nov-06,0.09
14-Nov-06,-0.05
13-Nov-06,0
10-Nov-06,-0.01
9-Nov-06,0.05
8-Nov-06,0
7-Nov-06,0.03
6-Nov-06,-0.03
3-Nov-06,0
2-Nov-06,-0.05
1-Nov-06,0.08
31-Oct-06,-0.11
30-Oct-06,-0.01
27-Oct-06,0.07
26-Oct-06,-0.1
25-Oct-06,-0.05
24-Oct-06,0
23-Oct-06,-0.08
20-Oct-06,-0.04
19-Oct-06,-0.03
18-Oct-06,-0.04
17-Oct-06,0.03
16-Oct-06,-0.06
13-Oct-06,0
12-Oct-06,-0.08
11-Oct-06,-0.03
10-Oct-06,-0.01
9-Oct-06,-0.01
6-Oct-06,-0.01
5-Oct-06,-0.02
4-Oct-06,-0.09
3-Oct-06,0.05
2-Oct-06,0.03
29-Sep-06,0.03
28-Sep-06,-0.06
27-Sep-06,0.09
26-Sep-06,-0.02
25-Sep-06,0.01
22-Sep-06,0
21-Sep-06,0.03
20-Sep-06,0.07
19-Sep-06,0.03
18-Sep-06,0.04
15-Sep-06,0.06
14-Sep-06,-0.02
13-Sep-06,-0.02
12-Sep-06,-0.09
11-Sep-06,0.03
8-Sep-06,-0.02
7-Sep-06,0.06
6-Sep-06,-0.01
5-Sep-06,-0.02
1-Sep-06,-0.02
31-Aug-06,-0.03
30-Aug-06,-0.07
29-Aug-06,-0.05
28-Aug-06,0.04
25-Aug-06,0.05
24-Aug-06,-0.02
23-Aug-06,0.02
22-Aug-06,0.01
21-Aug-06,0.11
18-Aug-06,-0.04
17-Aug-06,0
16-Aug-06,-0.05
15-Aug-06,-0.09
14-Aug-06,0.04
11-Aug-06,-0.02
10-Aug-06,0
9-Aug-06,0.03
8-Aug-06,0.05
7-Aug-06,-0.05
4-Aug-06,-0.04
3-Aug-06,-0.04
2-Aug-06,0.02
1-Aug-06,0.01
31-Jul-06,0.01
28-Jul-06,0
27-Jul-06,0.04
26-Jul-06,0.04
25-Jul-06,0
24-Jul-06,-0.01
21-Jul-06,-0.1
20-Jul-06,0.02
19-Jul-06,-0.07
18-Jul-06,-0.06
17-Jul-06,-0.07
14-Jul-06,-0.04
13-Jul-06,0.04
12-Jul-06,0.11
11-Jul-06,-0.09
10-Jul-06,0.02
7-Jul-06,-0.04
6-Jul-06,0.02
5-Jul-06,0.03
3-Jul-06,-0.09
30-Jun-06,0.07
29-Jun-06,-0.01
28-Jun-06,0.13
27-Jun-06,0.02
26-Jun-06,0.04
23-Jun-06,0.05
22-Jun-06,-0.04
21-Jun-06,0.03
20-Jun-06,-0.04
19-Jun-06,-0.08
16-Jun-06,-0.05
15-Jun-06,0.02
14-Jun-06,-0.04
13-Jun-06,-0.06
12-Jun-06,0
9-Jun-06,-0.16
8-Jun-06,-0.15
7-Jun-06,-0.04
6-Jun-06,0
5-Jun-06,0.02
2-Jun-06,-0.01
1-Jun-06,-0.09
31-May-06,0.02
30-May-06,-0.07
26-May-06,-0.03
25-May-06,0.04
24-May-06,-0.04
23-May-06,-0.07
22-May-06,-0.04
19-May-06,0.02
18-May-06,-0.03
17-May-06,0.01
16-May-06,-0.1
15-May-06,-0.03
12-May-06,-0.04
11-May-06,0.06
10-May-06,0.02
9-May-06,-0.07
8-May-06,-0.03
5-May-06,0.02
4-May-06,-0.03
3-May-06,0.03
2-May-06,-0.01
1-May-06,-0.04
28-Apr-06,0.05
27-Apr-06,-0.01
26-Apr-06,-0.04
25-Apr-06,0.07
24-Apr-06,0.02
21-Apr-06,0.01
20-Apr-06,0
19-Apr-06,-0.04
18-Apr-06,-0.01
17-Apr-06,-0.02
13-Apr-06,-0.04
12-Apr-06,0.01
11-Apr-06,-0.02
10-Apr-06,-0.06
7-Apr-06,0.03
6-Apr-06,-0.04
5-Apr-06,-0.05
4-Apr-06,0.03
3-Apr-06,0
31-Mar-06,0.1
30-Mar-06,0.01
29-Mar-06,0
28-Mar-06,0.03
27-Mar-06,0.03
24-Mar-06,0
23-Mar-06,0.02
22-Mar-06,0
21-Mar-06,-0.04
20-Mar-06,0.02
17-Mar-06,-0.03
16-Mar-06,0.03
15-Mar-06,0.06
14-Mar-06,-0.02
13-Mar-06,0.01
10-Mar-06,-0.02
9-Mar-06,-0.03
8-Mar-06,-0.06
7-Mar-06,-0.05
6-Mar-06,0.04
3-Mar-06,-0.03
2-Mar-06,0
1-Mar-06,-0.07
28-Feb-06,-0.05
27-Feb-06,-0.03
24-Feb-06,0
23-Feb-06,0.02
22-Feb-06,-0.07
21-Feb-06,0.04
